luca maria gambardella,SCCwW3YAAAAJ,Coupling ant colony systems with strong local searches,1926640918196735334
luca maria gambardella,SCCwW3YAAAAJ,Better digit recognition with a committee of simple neural nets,15139083893655618420
luca maria gambardella,SCCwW3YAAAAJ,Ant colony optimization for vehicle routing in advanced logistics systems,8646253650329324802
luca maria gambardella,SCCwW3YAAAAJ,Solving the homogeneous probabilistic traveling salesman problem by the ACO metaheuristic,5796638143160964226
luca maria gambardella,SCCwW3YAAAAJ,Human-swarm interaction using spatial gestures,1941346037640788562
luca maria gambardella,SCCwW3YAAAAJ,Human control of UAVs using face pose estimates and hand gestures,11183615119170586111
luca maria gambardella,SCCwW3YAAAAJ,Human-friendly robot navigation in dynamic environments,11428807850079047373
luca maria gambardella,SCCwW3YAAAAJ,New ideas in optimization,6820883755135342711
luca maria gambardella,SCCwW3YAAAAJ,Convolutional neural support vector machines: hybrid visual pattern classifiers for multi-robot systems,9072221165137443507
luca maria gambardella,SCCwW3YAAAAJ,Cooperative navigation in robotic swarms,5596579733575202432
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Linguistic decision analysis: steps for solving decision problems under linguistic information,3831783526840735681
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A model of consensus in group decision making under linguistic assessments,11207022546590518218
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Integrating three representation models in fuzzy multipurpose decision making based on fuzzy preference relations,14328200268658298363
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A fusion approach for managing multi-granularity linguistic term sets in decision making,8000542361301874057
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Some issues on consistency of fuzzy preference relations,13259683073155401066
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Direct approach processes in group decision making using linguistic OWA operators,5743347592470126311
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,"Science mapping software tools: Review, analysis, and cooperative study among tools",4252655242340076611
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A consensus model for multiperson decision making with different preference structures,15816311170885255390
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A sequential selection process in group decision making with a linguistic assessment approach,867461952717107446
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,"h-Index: A review focused in its variants, computation and standardization for different scientific fields",8651918576393057907
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A consensus support system model for group decision-making problems with multigranular linguistic preference relations,16123498785586937194
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A consensus model for group decision making with incomplete fuzzy preference relations,258852708346715196
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Integrating multiplicative preference relations in a multipurpose decision-making model based on fuzzy preference relations,14970752361650619284
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Multiperson decision-making based on multiplicative preference relations,15749354828686481164
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Aggregation operators for linguistic weighted information,12245031997363793768
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Group decision-making model with incomplete fuzzy preference relations based on additive consistency,4669066183288239520
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A fuzzy linguistic methodology to deal with unbalanced linguistic term sets,12217618386250222764
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,"Computing with words in decision making: foundations, trends and prospects",15388581824484178611
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Combining numerical and linguistic information in group decision making,15445350625785757294
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A review of soft consensus models in a fuzzy environment,16151059734129605911
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A rational consensus model in group decision making using linguistic assessments,2315030649216965898
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,An adaptive consensus support model for group decision-making problems in a multigranular fuzzy linguistic context,12679873391692354476
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Choice functions and mechanisms for linguistic preference relations,4433717334087789049
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Some induced ordered weighted averaging operators and their use for solving group decision-making problems based on fuzzy preference relations,4739597783998304452
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Cardinal consistency of reciprocal preference relations: a characterization of multiplicative transitivity,303893600778602702
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,"An approach for detecting, quantifying, and visualizing the evolution of a research field: A practical application to the fuzzy sets theory field",17217381171755439545
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,SciMAT: A new science mapping analysis software tool,774810818433688073
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A web based consensus support system for group decision making problems and incomplete preferences,2605225707091471950
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Managing the consensus in group decision making in an unbalanced fuzzy linguistic context with incomplete information,11079684483738113717
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Analyzing consensus approaches in fuzzy group decision making: advantages and drawbacks,1896585930407397221
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Group decision making with incomplete fuzzy linguistic preference relations,8501985664970563412
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Sentiment analysis: A review and comparative analysis of web services,7889748073544506915
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A statistical comparative study of different similarity measures of consensus in group decision making,1143976374249415408
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A new consensus model for group decision making problems with non-homogeneous experts,9061014505788105270
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A consistency‐based procedure to estimate missing pairwise preference values,10058915908153498203
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,The ordered weighted geometric operator: properties and application in MCDM Problems,4363684747449957123
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A mobile decision support system for dynamic group decision-making problems,7689805439746651277
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A consensus model for group decision making problems with unbalanced fuzzy linguistic information,8865310071437805014
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Dealing with incomplete information in a fuzzy linguistic recommender system to disseminate information in university digital libraries,17265181549332173876
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Virtual and remote labs in education: A bibliometric analysis,7895447932458820576
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Personalized individual semantics in computing with words for supporting linguistic group decision making. An application on consensus reaching,10220274367147971547
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Trust based consensus model for social network in an incomplete linguistic information context,4061566798151526710
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A linguistic consensus model for Web 2.0 communities,7429560534015109141
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Evaluating the information quality of web sites: A methodology based on fuzzy computing with words,1747303812271260675
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Managing incomplete preference relations in decision making: a review and future trends,15160317151284125859
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Modeling the retrieval process for an information retrieval system using an ordinal fuzzy linguistic approach,5855959824220257904
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Consistency-driven automatic methodology to set interval numerical scales of 2-tuple linguistic term sets and its use in the linguistic GDM with preference relation,17640189425556392503
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A hybrid recommender system for the selective dissemination of research resources in a technology transfer office,3054429239624938272
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A linguistic decision process in group decision making,7127009770442969821
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A method based on PSO and granular computing of linguistic information to solve group decision making problems defined in heterogeneous contexts,3724661635312211217
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,On multi-granular fuzzy linguistic modeling in group decision making problems: a systematic review and future trends,3639950626118056519
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,hg-index: a new index to characterize the scientific output of researchers based on the h- and g-indices,7130134719187633492
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Integration of a consistency control module within a consensus model,11129792045618866076
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Induced ordered weighted geometric operators and their use in the aggregation of multiplicative preference relations,5323954387827785321
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Choice processes for non-homogeneous group decision making in linguistic setting,2428995723515620309
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Fuzzy decision making and consensus: challenges,7253041310206095529
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A visual interaction consensus model for social network group decision making with trust propagation,11114830903548735280
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Integrating experts' weights generated dynamically into the consensus reaching process and its applications in managing non-cooperative behaviors,10594853215968451840
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A new linguistic computational model based on discrete fuzzy numbers for computing with words,17072629370958231906
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A quality based recommender system to disseminate information in a university digital library,6706198643985835490
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Group decision-making based on heterogeneous preference relations with self-confidence,1281088882787464085
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A model of fuzzy linguistic IRS based on multi-granular linguistic information,10460200815091624589
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Linguistic measures based on fuzzy coincidence for reaching consensus in group decision making,18062915010411678360
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A study of the origin and uses of the ordered weighted geometric operator in multicriteria decision making,3034267304267837240
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Evaluating the informative quality of documents in SGML format from judgements by means of fuzzy linguistic techniques based on computing with words,556299432152438622
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Consensus reaching in social network group decision making: Research paradigms and challenges,8252667618909689817
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,25 years at Knowledge-based systems: A bibliometric analysis,1440201749574603021
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A google wave-based fuzzy recommender system to disseminate information in University Digital Libraries 2.0,18339306401279814871
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Consensus building for the heterogeneous large-scale GDM with the individual concerns and satisfactions,8653309207598283378
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A consensus model for group decision making problems with linguistic interval fuzzy preference relations,10754600316233904710
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A note on the reciprocity in the aggregation of fuzzy preference relations using OWA operators,12140244396307970190
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Building consensus in group decision making with an allocation of information granularity,17037702748032491718
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Fuzzy group decision making with incomplete information guided by social influence,13703021860867910596
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A model of an information retrieval system with unbalanced fuzzy linguistic information,7399572913065309580
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Hesitant fuzzy linguistic term set and its application in decision making: a state-of-the-art survey,17735669598033756069
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A communication model based on the 2-tuple fuzzy linguistic representation for a distributed intelligent agent system on internet,7330864543333935523
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,H-Classics: Characterizing the concept of citation classics through H-index,8003521973347901503
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A recommender system for research resources based on fuzzy linguistic modeling,7827042253183181596
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Consensus reaching model in the complex and dynamic MAGDM problem,7296686629226875609
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A consensus model for hesitant fuzzy preference relations and its application in water allocation management,785747640387444919
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A multi-disciplinar recommender system to advice research resources in university digital libraries,2149784657792320234
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Confidence-consistency driven group decision making approach with incomplete reciprocal intuitionistic preference relations,16206594235607076936
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Incorporating filtering techniques in a fuzzy linguistic multi-agent model for information gathering on the web,6026835175478945073
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Strategic weight manipulation in multiple attribute decision making,10596170738452422212
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A minimum adjustment cost feedback mechanism based consensus model for group decision making under social network with distributed linguistic trust,1156884121507675786
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Soft consensus measures in group decision making using unbalanced fuzzy linguistic information,7398741367519404762
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Solving multi-criteria group decision making problems under environments with a high number of alternatives using fuzzy ontologies and multi-granular linguistic modelling methods,12108806012243256064
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,AN INFORMATION RETRIEVAL MODEL WITH ORDINAL LINGUISTIC WEIGHTED QUERIES BASED ON TWO WEIGHTING ELEMENTS,5040423207715228095
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Individual and social strategies to deal with ignorance situations in multi-person decision making,8270566668761284647
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,On dynamic consensus processes in group decision making problems,7902809356706912254
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A note on the internal consistency of various preference representations,13134173556950720593
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Energy optimization using a case-based reasoning strategy,8738506278873284581
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A model to represent users trust in recommender systems using ontologies and fuzzy linguistic modeling,12995545759814837503
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Clustering of web search results based on the cuckoo search algorithm and Balanced Bayesian Information Criterion,16544152988175020873
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A classification method of alternatives for multiple preference ordering criteria based on fuzzy majority,16322329246654960323
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Fuzzy tools to improve genetic algorithms,11020857376088864232
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,q2-Index: Quantitative and qualitative evaluation based on the number and impact of papers in the Hirsch core,4596508248208187696
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Analyzing the scientific evolution of social work using science mapping,5958594165268579786
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A review on the application of evolutionary computation to information retrieval,15234499351034305667
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A review on trust propagation and opinion dynamics in social networks and group decision making frameworks,9298676465707848882
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A fuzzy linguistic IRS model based on a 2-tuple fuzzy linguistic approach,14584337391149599142
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Group decision making problems in a linguistic and dynamic context,10339265148823124844
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,The consensus models with interval preference opinions and their economic interpretation,10435066408259199253
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A quality evaluation methodology for health-related websites based on a 2-tuple fuzzy linguistic approach,12506318733525664968
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Practical aggregation operators for gradual trust and distrust,1904800024392881672
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A Selection Process Based on Additive Consistency to Deal with Incomplete Fuzzy Linguistic Information.,5803160363754665223
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A note on two methods for estimating missing pairwise preference values,14391067310292181865
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Linguistic decision making: Tools and applications,7156164587234704544
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A self-management mechanism for noncooperative behaviors in large-scale group consensus reaching processes,5591834819919843581
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Improving supervised learning classification methods using multigranular linguistic modeling and fuzzy entropy,6518589213414004574
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A fuzzy linguistic model to evaluate the quality of Web sites that store XML documents,1546076943614949465
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Modelling influence in group decision making,686376210635341273
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A comparative study on consensus measures in group decision making,6206065074924668732
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A linguistic mobile decision support system based on fuzzy ontology to facilitate knowledge mobilization,10350940265015964269
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A bibliometric analysis of the intelligent transportation systems research based on science mapping,15506359186095633565
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Consensual processes,5015924318081708473
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A learning procedure to estimate missing values in fuzzy preference relations based on additive consistency,2449057530288076904
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Average-case consistency measurement and analysis of interval-valued reciprocal preference relations,1239831089209220025
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A decision support system to develop a quality management in academic digital libraries,13259433949930118176
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A review of quality evaluation of digital libraries based on users’ perceptions,7421954153477996164
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A note on the estimation of missing pairwise preference values: a uninorm consistency based method,926822254386585189
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A hybrid system of pedagogical pattern recommendations based on singular value decomposition and variable data attributes,15009433114087501486
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Multiple attribute strategic weight manipulation with minimum cost in a group decision making context with interval attribute weights information,10525858951347369090
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A review on information accessing systems based on fuzzy linguistic modelling,16067444126743895431
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A bibliometric analysis of 20 years of research on software product lines,5769092782988381881
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Group decision making with heterogeneous preference structures: An automatic mechanism to support consensus reaching,14635822400599710560
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A model based on fuzzy linguistic information to evaluate the quality of digital libraries,1518432760394924857
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Some bibliometric procedures for analyzing and evaluating research fields,5147344736171966056
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A new consensus model for group decision making using fuzzy ontology,4784964778874264467
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Analysing the scientific evolution of e-government using a science mapping approach,1905809108200139353
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,CARESOME: A system to enrich marketing customers acquisition and retention campaigns using social media information,2071284572355692960
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Machine learning methods for systemic risk analysis in financial sectors,14617920719902185534
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A semantic model of selective dissemination of information for digital libraries,13493727480809344778
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,A note on the ITS topic evolution in the period 2000–2009 at T-ITS,9049660806450771951
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Granulating linguistic information in decision making under consensus and consistency,6752928964846130660
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,"A bibliometric analysis of the first twenty-five years of the International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",14177949909729778399
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Trust and distrust aggregation enhanced with path length incorporation,400960183533238090
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Some interesting properties of the fuzzy linguistic model based on discrete fuzzy numbers to manage hesitant fuzzy linguistic information,6967527009232172520
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Applying a linguistic multi-criteria decision-making model to the analysis of ICT suppliers’ offers,1098735700579638392
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Creating knowledge databases for storing and sharing people knowledge automatically using group decision making and fuzzy ontologies,8542545132568504333
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Preferences and consistency issues in group decision making,3750503431298183245
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Carrying out consensual Group Decision Making processes under social networks using sentiment analysis over comparative expressions,13235031686557565411
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,An overview on managing additive consistency of reciprocal preference relations for consistency-driven decision making and fusion: Taxonomy and future directions,16097615761259058552
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,Consensus in group decision making and social networks,17694803407411419162
Enrique Herrera-Viedma,g8ZXTuYAAAAJ,REFORE: A recommender system for researchers based on bibliometrics,3144872709247591651
